ATS 9870 settings:
S-param: S21	Power level: -3	Port 1 Attn: 10
Port 2 Attn: 0	Ref (dB): 10	Resolution (dB): 10
Averaging?: ON		Average count: 500

!DATASTR!
Freq	data 
(GHz)	(dB or deg.)
3.063397876327295E+9	-1.239943790435791E+1
3.063710181136789E+9	-1.235102558135986E+1
3.064022485946283E+9	-1.229853630065918E+1
3.064334790755778E+9	-1.236364269256592E+1
3.064647095565272E+9	-1.233490562438965E+1
3.064959400374766E+9	-1.231331634521484E+1
3.065271705184260E+9	-1.229054927825928E+1
3.065584009993754E+9	-1.233512687683105E+1
3.065896314803248E+9	-1.234760761260986E+1
3.066208619612742E+9	-1.231070423126221E+1
3.066520924422236E+9	-1.226782894134521E+1
3.066833229231730E+9	-1.217069339752197E+1
3.067145534041224E+9	-1.222519207000732E+1
3.067457838850718E+9	-1.214525413513184E+1
3.067770143660213E+9	-1.212665939331055E+1
3.068082448469707E+9	-1.224606323242187E+1
3.068394753279201E+9	-1.219937133789062E+1
3.068707058088695E+9	-1.221863174438477E+1
3.069019362898189E+9	-1.220143318176270E+1
3.069331667707683E+9	-1.220222091674805E+1
3.069643972517177E+9	-1.215142440795898E+1
3.069956277326671E+9	-1.209937763214111E+1
3.070268582136165E+9	-1.213131237030029E+1
3.070580886945659E+9	-1.216852378845215E+1
3.070893191755153E+9	-1.209173774719238E+1
3.071205496564647E+9	-1.213885688781738E+1
3.071517801374141E+9	-1.214208984375000E+1
3.071830106183635E+9	-1.215039539337158E+1
3.072142410993129E+9	-1.208322715759277E+1
3.072454715802623E+9	-1.210348320007324E+1
3.072767020612117E+9	-1.207540035247803E+1
3.073079325421611E+9	-1.213093948364258E+1
3.073391630231106E+9	-1.209225940704346E+1
3.073703935040600E+9	-1.207878398895264E+1
3.074016239850094E+9	-1.205520534515381E+1
3.074328544659588E+9	-1.203796958923340E+1
3.074640849469082E+9	-1.204593849182129E+1
3.074953154278576E+9	-1.196070575714111E+1
3.075265459088070E+9	-1.198832130432129E+1
3.075577763897564E+9	-1.195278644561768E+1
3.075890068707058E+9	-1.192756652832031E+1
3.076202373516552E+9	-1.186073017120361E+1
3.076514678326046E+9	-1.196821880340576E+1
3.076826983135540E+9	-1.200510120391846E+1
3.077139287945035E+9	-1.191748714447021E+1
3.077451592754529E+9	-1.191185760498047E+1
3.077763897564023E+9	-1.196630382537842E+1
3.078076202373517E+9	-1.199340343475342E+1
3.078388507183011E+9	-1.188701725006104E+1
3.078700811992505E+9	-1.188059234619141E+1
3.079013116801999E+9	-1.196409034729004E+1
3.079325421611493E+9	-1.192885589599609E+1
3.079637726420987E+9	-1.191898536682129E+1
3.079950031230481E+9	-1.191234779357910E+1
3.080262336039975E+9	-1.192422103881836E+1
3.080574640849469E+9	-1.188594341278076E+1
3.080886945658963E+9	-1.186768150329590E+1
3.081199250468457E+9	-1.187243175506592E+1
3.081511555277951E+9	-1.185264205932617E+1
3.081823860087445E+9	-1.182109260559082E+1
3.082136164896939E+9	-1.180536651611328E+1
3.082448469706433E+9	-1.177576160430908E+1
3.082760774515927E+9	-1.191557693481445E+1
3.083073079325422E+9	-1.181266117095947E+1
3.083385384134916E+9	-1.177018833160400E+1
3.083697688944410E+9	-1.183691978454590E+1
3.084009993753904E+9	-1.179581451416016E+1
3.084322298563398E+9	-1.164746284484863E+1
3.084634603372892E+9	-1.176864719390869E+1
3.084946908182386E+9	-1.175540924072266E+1
3.085259212991880E+9	-1.175365543365479E+1
3.085571517801374E+9	-1.175975990295410E+1
3.085883822610868E+9	-1.175838279724121E+1
3.086196127420362E+9	-1.171569919586182E+1
3.086508432229856E+9	-1.170750141143799E+1
3.086820737039351E+9	-1.168382740020752E+1
3.087133041848845E+9	-1.169140815734863E+1
3.087445346658339E+9	-1.171706008911133E+1
3.087757651467833E+9	-1.171672630310059E+1
3.088069956277327E+9	-1.175506496429443E+1
3.088382261086821E+9	-1.177408218383789E+1
3.088694565896315E+9	-1.166204166412354E+1
3.089006870705809E+9	-1.165628051757812E+1
3.089319175515303E+9	-1.169582176208496E+1
3.089631480324797E+9	-1.161044692993164E+1
3.089943785134291E+9	-1.162383460998535E+1
3.090256089943785E+9	-1.164035797119141E+1
3.090568394753279E+9	-1.158656311035156E+1
3.090880699562773E+9	-1.160852622985840E+1
3.091193004372267E+9	-1.162151145935059E+1
3.091505309181761E+9	-1.166001129150391E+1
3.091817613991255E+9	-1.162741184234619E+1
3.092129918800750E+9	-1.158433723449707E+1
3.092442223610244E+9	-1.161850833892822E+1
3.092754528419738E+9	-1.163054084777832E+1
3.093066833229232E+9	-1.157850074768066E+1
3.093379138038726E+9	-1.158428955078125E+1
3.093691442848220E+9	-1.167261505126953E+1
3.094003747657714E+9	-1.164620590209961E+1
3.094316052467208E+9	-1.167887878417969E+1
3.094628357276702E+9	-1.168302059173584E+1
3.094940662086196E+9	-1.160626602172852E+1
3.095252966895690E+9	-1.164012241363525E+1
3.095565271705184E+9	-1.163557147979736E+1
3.095877576514678E+9	-1.157952308654785E+1
3.096189881324172E+9	-1.160568809509277E+1
3.096502186133667E+9	-1.157118511199951E+1
3.096814490943161E+9	-1.152125740051270E+1
3.097126795752655E+9	-1.157638454437256E+1
3.097439100562149E+9	-1.157702350616455E+1
3.097751405371643E+9	-1.164640617370605E+1
3.098063710181137E+9	-1.167720603942871E+1
3.098376014990631E+9	-1.156304740905762E+1
3.098688319800125E+9	-1.161101818084717E+1
3.099000624609619E+9	-1.164935493469238E+1
3.099312929419113E+9	-1.167168807983398E+1
3.099625234228607E+9	-1.167847442626953E+1
3.099937539038101E+9	-1.167572116851807E+1
3.100249843847595E+9	-1.163529682159424E+1
3.100562148657089E+9	-1.169342422485352E+1
3.100874453466583E+9	-1.171131134033203E+1
3.101186758276077E+9	-1.167068862915039E+1
3.101499063085571E+9	-1.173507595062256E+1
3.101811367895066E+9	-1.170830154418945E+1
3.102123672704560E+9	-1.176806449890137E+1
3.102435977514054E+9	-1.178629493713379E+1
3.102748282323548E+9	-1.176287651062012E+1
3.103060587133042E+9	-1.178975200653076E+1
3.103372891942536E+9	-1.180922794342041E+1
3.103685196752030E+9	-1.178371810913086E+1
3.103997501561524E+9	-1.184730243682861E+1
3.104309806371018E+9	-1.177928352355957E+1
3.104622111180512E+9	-1.184144973754883E+1
3.104934415990006E+9	-1.174574279785156E+1
3.105246720799500E+9	-1.179074954986572E+1
3.105559025608994E+9	-1.175317096710205E+1
3.105871330418488E+9	-1.182195568084717E+1
3.106183635227983E+9	-1.186452007293701E+1
3.106495940037477E+9	-1.188856792449951E+1
3.106808244846971E+9	-1.187657260894775E+1
3.107120549656465E+9	-1.182999706268311E+1
3.107432854465959E+9	-1.175617980957031E+1
3.107745159275453E+9	-1.187001705169678E+1
3.108057464084947E+9	-1.191095256805420E+1
3.108369768894441E+9	-1.192376995086670E+1
3.108682073703935E+9	-1.194068813323975E+1
3.108994378513429E+9	-1.197658729553223E+1
3.109306683322923E+9	-1.196197700500488E+1
3.109618988132417E+9	-1.192357540130615E+1
3.109931292941911E+9	-1.194686698913574E+1
3.110243597751405E+9	-1.195754051208496E+1
3.110555902560899E+9	-1.193925285339355E+1
3.110868207370394E+9	-1.195167827606201E+1
3.111180512179888E+9	-1.195801639556885E+1
3.111492816989382E+9	-1.195255851745605E+1
3.111805121798876E+9	-1.196375656127930E+1
3.112117426608370E+9	-1.197378635406494E+1
3.112429731417864E+9	-1.187532806396484E+1
3.112742036227358E+9	-1.198474407196045E+1
3.113054341036852E+9	-1.201364898681641E+1
3.113366645846346E+9	-1.193039417266846E+1
3.113678950655840E+9	-1.196433162689209E+1
3.113991255465334E+9	-1.193819713592529E+1
3.114303560274828E+9	-1.197214221954346E+1
3.114615865084322E+9	-1.191837024688721E+1
3.114928169893816E+9	-1.200868892669678E+1
3.115240474703310E+9	-1.199171829223633E+1
3.115552779512805E+9	-1.194037914276123E+1
3.115865084322299E+9	-1.201134109497070E+1
3.116177389131793E+9	-1.199232006072998E+1
3.116489693941287E+9	-1.200477504730225E+1
3.116801998750781E+9	-1.198892211914062E+1
3.117114303560275E+9	-1.201580619812012E+1
3.117426608369769E+9	-1.200849342346191E+1
3.117738913179263E+9	-1.199919414520264E+1
3.118051217988757E+9	-1.199307250976562E+1
3.118363522798251E+9	-1.203380680084229E+1
3.118675827607745E+9	-1.190633296966553E+1
3.118988132417239E+9	-1.195328617095947E+1
3.119300437226733E+9	-1.180232715606689E+1
3.119612742036227E+9	-1.194416427612305E+1
3.119925046845721E+9	-1.198811054229736E+1
3.120237351655215E+9	-1.190158557891846E+1
3.120549656464710E+9	-1.193960285186768E+1
3.120861961274204E+9	-1.193421459197998E+1
3.121174266083698E+9	-1.183599662780762E+1
3.121486570893192E+9	-1.192922115325928E+1
3.121798875702686E+9	-1.187573528289795E+1
3.122111180512180E+9	-1.190529823303223E+1
3.122423485321674E+9	-1.187403678894043E+1
3.122735790131168E+9	-1.183300018310547E+1
3.123048094940662E+9	-1.187132740020752E+1
3.123360399750156E+9	-1.184580898284912E+1
3.123672704559650E+9	-1.189703559875488E+1
3.123985009369144E+9	-1.185293674468994E+1
3.124297314178638E+9	-1.179592418670654E+1
3.124609618988132E+9	-1.189084911346436E+1
3.124921923797626E+9	-1.184795475006104E+1
3.125234228607121E+9	-1.182534694671631E+1
3.125546533416615E+9	-1.180319404602051E+1
3.125858838226109E+9	-1.187089347839355E+1
3.126171143035603E+9	-1.188952159881592E+1
3.126483447845097E+9	-1.183197975158691E+1
3.126795752654591E+9	-1.176607990264893E+1
3.127108057464085E+9	-1.167139339447021E+1
3.127420362273579E+9	-1.171860599517822E+1
3.127732667083073E+9	-1.174258232116699E+1
3.128044971892567E+9	-1.169577217102051E+1
3.128357276702061E+9	-1.175312137603760E+1
3.128669581511555E+9	-1.170480823516846E+1
3.128981886321049E+9	-1.173332309722900E+1
3.129294191130543E+9	-1.170959377288818E+1
3.129606495940038E+9	-1.190827465057373E+1
3.129918800749532E+9	-1.173825931549072E+1
3.130231105559026E+9	-1.183704376220703E+1
3.130543410368520E+9	-1.181565666198730E+1
3.130855715178014E+9	-1.186687469482422E+1
3.131168019987508E+9	-1.183187389373779E+1
3.131480324797002E+9	-1.184834003448486E+1
3.131792629606496E+9	-1.189296436309814E+1
3.132104934415990E+9	-1.186451148986816E+1
3.132417239225484E+9	-1.187385463714600E+1
3.132729544034978E+9	-1.185566520690918E+1
3.133041848844472E+9	-1.180738830566406E+1
3.133354153653966E+9	-1.185403156280518E+1
3.133666458463460E+9	-1.182632732391357E+1
3.133978763272954E+9	-1.190451049804687E+1
3.134291068082448E+9	-1.194251060485840E+1
3.134603372891942E+9	-1.190993499755859E+1
3.134915677701437E+9	-1.187103748321533E+1
3.135227982510931E+9	-1.190868663787842E+1
3.135540287320425E+9	-1.194218826293945E+1
3.135852592129919E+9	-1.192874050140381E+1
3.136164896939413E+9	-1.188975524902344E+1
3.136477201748907E+9	-1.186767387390137E+1
3.136789506558401E+9	-1.200583839416504E+1
3.137101811367895E+9	-1.201639842987061E+1
3.137414116177389E+9	-1.204742527008057E+1
3.137726420986883E+9	-1.208304882049561E+1
3.138038725796377E+9	-1.205185985565186E+1
3.138351030605871E+9	-1.204744529724121E+1
3.138663335415365E+9	-1.208294582366943E+1
3.138975640224859E+9	-1.208773422241211E+1
3.139287945034354E+9	-1.203957080841064E+1
3.139600249843848E+9	-1.216921043395996E+1
3.139912554653342E+9	-1.222298717498779E+1
3.140224859462836E+9	-1.226076698303223E+1
3.140537164272330E+9	-1.230057334899902E+1
3.140849469081824E+9	-1.233697319030762E+1
3.141161773891318E+9	-1.227886295318604E+1
3.141474078700812E+9	-1.228954887390137E+1
3.141786383510306E+9	-1.243613147735596E+1
3.142098688319800E+9	-1.242244625091553E+1
3.142410993129294E+9	-1.248208904266357E+1
3.142723297938788E+9	-1.252471160888672E+1
3.143035602748282E+9	-1.261298942565918E+1
3.143347907557776E+9	-1.254619884490967E+1
3.143660212367270E+9	-1.260750007629395E+1
3.143972517176764E+9	-1.263690090179443E+1
3.144284821986259E+9	-1.266381549835205E+1
3.144597126795753E+9	-1.269293022155762E+1
3.144909431605247E+9	-1.279082012176514E+1
3.145221736414741E+9	-1.261896514892578E+1
3.145534041224235E+9	-1.281301879882812E+1
3.145846346033729E+9	-1.282575035095215E+1
3.146158650843223E+9	-1.280193805694580E+1
3.146470955652717E+9	-1.290196418762207E+1
3.146783260462211E+9	-1.292745399475098E+1
3.147095565271705E+9	-1.279997158050537E+1
3.147407870081199E+9	-1.288918018341064E+1
3.147720174890693E+9	-1.294334793090820E+1
3.148032479700187E+9	-1.301369285583496E+1
3.148344784509682E+9	-1.298956775665283E+1
3.148657089319176E+9	-1.304878044128418E+1
3.148969394128670E+9	-1.293875026702881E+1
3.149281698938164E+9	-1.300626182556152E+1
3.149594003747658E+9	-1.307625102996826E+1
3.149906308557152E+9	-1.308144855499268E+1
3.150218613366646E+9	-1.292527866363525E+1
3.150530918176140E+9	-1.315035629272461E+1
3.150843222985634E+9	-1.313591194152832E+1
3.151155527795128E+9	-1.316189289093018E+1
3.151467832604622E+9	-1.323426723480225E+1
3.151780137414116E+9	-1.320291423797607E+1
3.152092442223610E+9	-1.329209613800049E+1
3.152404747033104E+9	-1.333641624450684E+1
3.152717051842598E+9	-1.341850280761719E+1
3.153029356652092E+9	-1.341067409515381E+1
3.153341661461586E+9	-1.347456645965576E+1
3.153653966271080E+9	-1.350207424163818E+1
3.153966271080575E+9	-1.363158607482910E+1
3.154278575890069E+9	-1.378870010375977E+1
3.154590880699563E+9	-1.388703727722168E+1
3.154903185509057E+9	-1.402816486358643E+1
3.155215490318551E+9	-1.411516952514648E+1
3.155527795128045E+9	-1.432378864288330E+1
3.155840099937539E+9	-1.451934051513672E+1
3.156152404747033E+9	-1.450369167327881E+1
3.156464709556527E+9	-1.478148269653320E+1
3.156777014366021E+9	-1.500207996368408E+1
3.157089319175515E+9	-1.521285724639893E+1
3.157401623985009E+9	-1.557767200469971E+1
3.157713928794503E+9	-1.580305099487305E+1
3.158026233603998E+9	-1.627675819396973E+1
3.158338538413492E+9	-1.665786170959473E+1
3.158650843222986E+9	-1.716040420532227E+1
3.158963148032480E+9	-1.761796569824219E+1
3.159275452841974E+9	-1.817654228210449E+1
3.159587757651468E+9	-1.895323181152344E+1
3.159900062460962E+9	-1.977549171447754E+1
3.160212367270456E+9	-2.083293151855469E+1
3.160524672079950E+9	-2.177120590209961E+1
3.160836976889444E+9	-2.333698654174805E+1
3.161149281698938E+9	-2.491103553771973E+1
3.161461586508432E+9	-2.738939476013184E+1
3.161773891317926E+9	-2.991121482849121E+1
3.162086196127420E+9	-3.087396621704102E+1
3.162398500936914E+9	-3.194319343566895E+1
3.162710805746408E+9	-2.951564788818359E+1
3.163023110555902E+9	-2.732368087768555E+1
3.163335415365396E+9	-2.489507865905762E+1
3.163647720174891E+9	-2.304747009277344E+1
3.163960024984385E+9	-2.177753448486328E+1
3.164272329793879E+9	-2.038712882995605E+1
3.164584634603373E+9	-1.941192436218262E+1
3.164896939412867E+9	-1.871714019775391E+1
3.165209244222361E+9	-1.798426055908203E+1
3.165521549031855E+9	-1.733011627197266E+1
3.165833853841349E+9	-1.665381431579590E+1
3.166146158650843E+9	-1.639520835876465E+1
3.166458463460337E+9	-1.600564002990723E+1
3.166770768269831E+9	-1.565794181823730E+1
3.167083073079326E+9	-1.537989044189453E+1
3.167395377888820E+9	-1.516421604156494E+1
3.167707682698314E+9	-1.487666797637939E+1
3.168019987507808E+9	-1.476870632171631E+1
3.168332292317302E+9	-1.458620643615723E+1
3.168644597126796E+9	-1.437198638916016E+1
3.168956901936290E+9	-1.423764038085937E+1
3.169269206745784E+9	-1.404714965820312E+1
3.169581511555278E+9	-1.401352024078369E+1
3.169893816364772E+9	-1.392023468017578E+1
3.170206121174266E+9	-1.387546920776367E+1
3.170518425983760E+9	-1.371404457092285E+1
3.170830730793254E+9	-1.364643764495850E+1
3.171143035602748E+9	-1.364260482788086E+1
3.171455340412242E+9	-1.356283092498779E+1
3.171767645221736E+9	-1.351668739318848E+1
3.172079950031230E+9	-1.351345348358154E+1
3.172392254840724E+9	-1.341805267333984E+1
3.172704559650218E+9	-1.344975185394287E+1
3.173016864459713E+9	-1.343880176544189E+1
3.173329169269207E+9	-1.344957923889160E+1
3.173641474078701E+9	-1.336568546295166E+1
3.173953778888195E+9	-1.336128139495850E+1
3.174266083697689E+9	-1.333220005035400E+1
3.174578388507183E+9	-1.325522422790527E+1
3.174890693316677E+9	-1.337646198272705E+1
3.175202998126171E+9	-1.325074481964111E+1
3.175515302935665E+9	-1.325939941406250E+1
3.175827607745159E+9	-1.319408226013184E+1
3.176139912554653E+9	-1.325131130218506E+1
3.176452217364147E+9	-1.322902393341064E+1
3.176764522173642E+9	-1.320983600616455E+1
3.177076826983136E+9	-1.324535655975342E+1
3.177389131792630E+9	-1.324893474578857E+1
3.177701436602124E+9	-1.324602317810059E+1
3.178013741411618E+9	-1.326917552947998E+1
3.178326046221112E+9	-1.321386337280273E+1
3.178638351030606E+9	-1.314863109588623E+1
3.178950655840100E+9	-1.322261714935303E+1
3.179262960649594E+9	-1.312911796569824E+1
3.179575265459088E+9	-1.322492027282715E+1
3.179887570268582E+9	-1.312260532379150E+1
3.180199875078076E+9	-1.312163066864014E+1
3.180512179887570E+9	-1.303679943084717E+1
3.180824484697064E+9	-1.319056034088135E+1
3.181136789506558E+9	-1.312354850769043E+1
3.181449094316052E+9	-1.303440093994141E+1
3.181761399125546E+9	-1.311089324951172E+1
3.182073703935040E+9	-1.305555725097656E+1
3.182386008744534E+9	-1.301405811309814E+1
3.182698313554029E+9	-1.303225135803223E+1
3.183010618363523E+9	-1.296849346160889E+1
3.183322923173017E+9	-1.297512149810791E+1
3.183635227982511E+9	-1.306155395507812E+1
3.183947532792005E+9	-1.299576950073242E+1
3.184259837601499E+9	-1.300242614746094E+1
3.184572142410993E+9	-1.303391838073730E+1
3.184884447220487E+9	-1.288618373870850E+1
