Profile 1             
x  y
[m]     [m]         
0  2.0312649e-006            
3.9145787e-009  2.0314068e-006            
7.8291574e-009  2.0316375e-006            
1.1743736e-008  2.031673e-006            
1.5658315e-008  2.0316464e-006            
1.9572894e-008  2.0318061e-006            
2.3487472e-008  2.0316286e-006            
2.7402051e-008  2.0316109e-006            
3.131663e-008  2.0313536e-006            
3.5231208e-008  2.031327e-006            
3.9145787e-008  2.031185e-006            
4.3060366e-008  2.0311141e-006            
4.6974945e-008  2.0311495e-006            
5.0889523e-008  2.0310697e-006            
5.4804102e-008  2.0309987e-006            
5.8718681e-008  2.0310342e-006            
6.263326e-008  2.0310076e-006            
6.6547838e-008  2.0309277e-006            
7.0462417e-008  2.031052e-006            
7.4376996e-008  2.0311407e-006            
7.8291574e-008  2.0310697e-006            
8.2206153e-008  2.0310786e-006            
8.6120732e-008  2.0310874e-006            
9.0035311e-008  2.0311495e-006            
9.3949889e-008  2.0311052e-006            
9.7864468e-008  2.0311939e-006            
1.0177905e-007  2.0311673e-006            
1.0569363e-007  2.0310786e-006            
1.096082e-007  2.0312649e-006            
1.1352278e-007  2.0311939e-006            
1.1743736e-007  2.0310608e-006            
1.2135194e-007  2.0308479e-006            
1.2526652e-007  2.0310076e-006            
1.291811e-007  2.0306882e-006            
1.3309568e-007  2.0307237e-006            
1.3701026e-007  2.0308035e-006            
1.4092483e-007  2.0307858e-006            
1.4483941e-007  2.0305285e-006            
1.4875399e-007  2.0306616e-006            
1.5266857e-007  2.0308834e-006            
1.5658315e-007  2.0307681e-006            
1.6049773e-007  2.0308656e-006            
1.6441231e-007  2.0308923e-006            
1.6832688e-007  2.0309189e-006            
1.7224146e-007  2.0308479e-006            
1.7615604e-007  2.0308834e-006            
1.8007062e-007  2.0309898e-006            
1.839852e-007  2.0309632e-006            
1.8789978e-007  2.0310697e-006            
1.9181436e-007  2.0310963e-006            
1.9572894e-007  2.0309898e-006            
1.9964351e-007  2.0307858e-006            
2.0355809e-007  2.0307503e-006            
2.0747267e-007  2.0306261e-006            
2.1138725e-007  2.0306172e-006            
2.1530183e-007  2.0304753e-006            
2.1921641e-007  2.0301825e-006            
2.2313099e-007  2.0299164e-006            
2.2704557e-007  2.0298188e-006            
2.3096014e-007  2.029597e-006            
2.3487472e-007  2.0292598e-006            
2.387893e-007  2.0291534e-006            
2.4270388e-007  2.0289582e-006            
2.4661846e-007  2.0288784e-006            
2.5053304e-007  2.0287187e-006            
2.5444762e-007  2.028692e-006            
2.583622e-007  2.0285235e-006            
2.6227677e-007  2.0282307e-006            
2.6619135e-007  2.0279202e-006            
2.7010593e-007  2.0275476e-006            
2.7402051e-007  2.0274855e-006            
2.7793509e-007  2.0272105e-006            
2.8184967e-007  2.0269266e-006            
2.8576425e-007  2.0264918e-006            
2.8967883e-007  2.026137e-006            
2.935934e-007  2.0259684e-006            
2.9750798e-007  2.0258531e-006            
3.0142256e-007  2.0255692e-006            
3.0533714e-007  2.0253296e-006            
3.0925172e-007  2.0250102e-006            
3.131663e-007  2.0249393e-006            
3.1708088e-007  2.0248417e-006            
3.2099545e-007  2.0246554e-006            
3.2491003e-007  2.0243537e-006            
3.2882461e-007  2.0242828e-006            
3.3273919e-007  2.0239811e-006            
3.3665377e-007  2.0237771e-006            
3.4056835e-007  2.0236174e-006            
3.4448293e-007  2.0235198e-006            
3.4839751e-007  2.0233069e-006            
3.5231208e-007  2.0230496e-006            
3.5622666e-007  2.0230141e-006            
3.6014124e-007  2.022881e-006            
3.6405582e-007  2.0229076e-006            
3.679704e-007  2.02281e-006            
3.7188498e-007  2.0226947e-006            
3.7579956e-007  2.022331e-006            
3.7971414e-007  2.0221269e-006            
3.8362871e-007  2.0220293e-006            
3.8754329e-007  2.0216922e-006            
3.9145787e-007  2.0213373e-006            
3.9537245e-007  2.0212575e-006            
3.9928703e-007  2.0204945e-006            
4.0320161e-007  2.0198468e-006            
4.0711619e-007  2.019625e-006            
4.1103077e-007  2.0193234e-006            
4.1494534e-007  2.0187201e-006            
4.1885992e-007  2.018037e-006            
4.227745e-007  2.0175845e-006            
4.2668908e-007  2.0169458e-006            
4.3060366e-007  2.0166885e-006            
4.3451824e-007  2.016165e-006            
4.3843282e-007  2.015615e-006            
4.423474e-007  2.0151448e-006            
4.4626197e-007  2.0147012e-006            
4.5017655e-007  2.0137874e-006            
4.5409113e-007  2.0133172e-006            
4.5800571e-007  2.0129357e-006            
4.6192029e-007  2.0122792e-006            
4.6583487e-007  2.0116759e-006            
4.6974945e-007  2.0113831e-006            
4.7366402e-007  2.0110815e-006            
4.775786e-007  2.0108774e-006            
4.8149318e-007  2.010629e-006            
4.8540776e-007  2.0105758e-006            
4.8932234e-007  2.0103806e-006            
4.9323692e-007  2.0105758e-006            
4.971515e-007  2.0108774e-006            
5.0106608e-007  2.0111525e-006            
5.0498065e-007  2.0115073e-006            
