Profile 1             
x  y
[m]     [m]         
6.9993406e-007  4.4663896e-006            
7.0463161e-007  4.4662649e-006            
7.0932915e-007  4.466031e-006            
7.1402669e-007  4.4660312e-006            
7.1872424e-007  4.4661037e-006            
7.2342178e-007  4.4662329e-006            
7.2811933e-007  4.4663675e-006            
7.3281687e-007  4.4666326e-006            
7.3751441e-007  4.4668662e-006            
7.4221196e-007  4.4672005e-006            
7.469095e-007  4.4677353e-006            
7.5160705e-007  4.4684491e-006            
7.5630459e-007  4.4691973e-006            
7.6100213e-007  4.4698712e-006            
7.6569968e-007  4.4704395e-006            
7.7039722e-007  4.4707344e-006            
7.7509477e-007  4.4707878e-006            
7.7979231e-007  4.4704589e-006            
7.8448986e-007  4.4698867e-006            
7.891874e-007  4.4690978e-006            
7.9388494e-007  4.4685347e-006            
7.9858249e-007  4.4676545e-006            
8.0328003e-007  4.4669832e-006            
8.0797758e-007  4.4667642e-006            
8.1267512e-007  4.4669662e-006            
8.1737266e-007  4.4672451e-006            
8.2207021e-007  4.4675513e-006            
8.2676775e-007  4.4677627e-006            
8.314653e-007  4.4680834e-006            
8.3616284e-007  4.4682832e-006            
8.4086038e-007  4.4684632e-006            
8.4555793e-007  4.4688247e-006            
8.5025547e-007  4.4691683e-006            
8.5495302e-007  4.4687475e-006            
8.5965056e-007  4.4683117e-006            
8.643481e-007  4.4680967e-006            
8.6904565e-007  4.4678902e-006            
8.7374319e-007  4.4677783e-006            
8.7844074e-007  4.4675227e-006            
8.8313828e-007  4.4672411e-006            
8.8783582e-007  4.46619e-006            
8.9253337e-007  4.4651917e-006            
8.9723091e-007  4.4653799e-006            
9.0192846e-007  4.4659107e-006            
9.06626e-007  4.4655785e-006            
9.1132354e-007  4.4656729e-006            
9.1602109e-007  4.4651841e-006            
9.2071863e-007  4.4647294e-006            
9.2541618e-007  4.4646326e-006            
9.3011372e-007  4.4644746e-006            
9.3481126e-007  4.4642622e-006            
9.3950881e-007  4.4641251e-006            
9.4420635e-007  4.4640207e-006            
9.489039e-007  4.4637821e-006            
9.5360144e-007  4.4635667e-006            
9.5829898e-007  4.4634159e-006            
9.6299653e-007  4.462813e-006            
9.6769407e-007  4.4617016e-006            
9.7239162e-007  4.4607056e-006            
9.7708916e-007  4.4600809e-006            
9.817867e-007  4.4593842e-006            
9.8648425e-007  4.4591319e-006            
9.9118179e-007  4.459403e-006            
9.9587934e-007  4.4594729e-006            
1.0005769e-006  4.4589205e-006            
1.0052744e-006  4.4579929e-006            
1.009972e-006  4.4575415e-006            
1.0146695e-006  4.4566674e-006            
1.0193671e-006  4.4561781e-006            
1.0240646e-006  4.4552686e-006            
1.0287621e-006  4.454494e-006            
1.0334597e-006  4.4536351e-006            
1.0381572e-006  4.4529124e-006            
1.0428548e-006  4.4522553e-006            
1.0475523e-006  4.4512695e-006            
1.0522499e-006  4.4505195e-006            
1.0569474e-006  4.4498821e-006            
1.061645e-006  4.4492895e-006            
1.0663425e-006  4.4489982e-006            
1.07104e-006  4.4488606e-006            
1.0757376e-006  4.4480112e-006            
1.0804351e-006  4.4473543e-006            
1.0851327e-006  4.4468378e-006            
1.0898302e-006  4.4462349e-006            
1.0945278e-006  4.4449956e-006            
1.0992253e-006  4.4443216e-006            
1.1039229e-006  4.4437604e-006            
1.1086204e-006  4.4431925e-006            
1.1133179e-006  4.4428504e-006            
1.1180155e-006  4.4425057e-006            
1.122713e-006  4.4420498e-006            
1.1274106e-006  4.4414952e-006            
1.1321081e-006  4.4408231e-006            
1.1368057e-006  4.4395449e-006            
1.1415032e-006  4.4388114e-006            
1.1462007e-006  4.4380989e-006            
1.1508983e-006  4.4373548e-006            
1.1555958e-006  4.4365936e-006            
1.1602934e-006  4.4362982e-006            
1.1649909e-006  4.4356352e-006            
1.1696885e-006  4.4345962e-006            
1.174386e-006  4.4339132e-006            
1.1790836e-006  4.4333491e-006            
1.1837811e-006  4.4329104e-006            
1.1884786e-006  4.4325233e-006            
1.1931762e-006  4.4322566e-006            
1.1978737e-006  4.4320841e-006            
1.2025713e-006  4.4316118e-006            
1.2072688e-006  4.4312607e-006            
1.2119664e-006  4.4307794e-006            
1.2166639e-006  4.4302113e-006            
1.2213615e-006  4.4298222e-006            
1.226059e-006  4.4293287e-006            
1.2307565e-006  4.4288174e-006            
1.2354541e-006  4.4282835e-006            
1.2401516e-006  4.4278175e-006            
1.2448492e-006  4.4272786e-006            
1.2495467e-006  4.4264892e-006            
1.2542443e-006  4.4259103e-006            
1.2589418e-006  4.4255024e-006            
1.2636393e-006  4.4250513e-006            
1.2683369e-006  4.4248907e-006            
1.2730344e-006  4.4247312e-006            
1.277732e-006  4.4244029e-006            
1.2824295e-006  4.4240422e-006            
1.2871271e-006  4.4238167e-006            
1.2918246e-006  4.4236034e-006            
1.2965222e-006  4.423788e-006            
1.3012197e-006  4.4242705e-006            
1.3059172e-006  4.4238209e-006            
1.3106148e-006  4.4242424e-006            
1.3153123e-006  4.4243021e-006            
1.3200099e-006  4.4234925e-006            
1.3247074e-006  4.4202759e-006            
1.329405e-006  4.4182832e-006            
1.3341025e-006  4.417838e-006            
1.3388001e-006  4.41783e-006            
1.3434976e-006  4.4178764e-006            
1.3481951e-006  4.4180428e-006            
1.3528927e-006  4.4179489e-006            
1.3575902e-006  4.4178884e-006            
1.3622878e-006  4.4178962e-006            
1.3669853e-006  4.417822e-006            
1.3716829e-006  4.4179013e-006            
1.3763804e-006  4.4179957e-006            
1.3810779e-006  4.4181775e-006            
1.3857755e-006  4.4182773e-006            
1.390473e-006  4.4181118e-006            
1.3951706e-006  4.4179644e-006            
1.3998681e-006  4.4179614e-006            
1.4045657e-006  4.4179107e-006            
1.4092632e-006  4.4179945e-006            
1.4139608e-006  4.4182236e-006            
1.4186583e-006  4.4181642e-006            
1.4233558e-006  4.4181925e-006            
1.4280534e-006  4.4182504e-006            
1.4327509e-006  4.4181073e-006            
1.4374485e-006  4.4178322e-006            
1.442146e-006  4.4178214e-006            
1.4468436e-006  4.4178571e-006            
1.4515411e-006  4.4180658e-006            
1.4562387e-006  4.4182801e-006            
1.4609362e-006  4.4183687e-006            
1.4656337e-006  4.4183158e-006            
1.4703313e-006  4.4181655e-006            
1.4750288e-006  4.4182451e-006            
1.4797264e-006  4.418271e-006            
1.4844239e-006  4.4183003e-006            
1.4891215e-006  4.4181341e-006            
1.493819e-006  4.4180217e-006            
1.4985165e-006  4.4178817e-006            
1.5032141e-006  4.4179959e-006            
1.5079116e-006  4.4180865e-006            
1.5126092e-006  4.4179732e-006            
1.5173067e-006  4.4180686e-006            
1.5220043e-006  4.4178753e-006            
1.5267018e-006  4.4177805e-006            
1.5313994e-006  4.4180045e-006            
1.5360969e-006  4.4183188e-006            
1.5407944e-006  4.4184872e-006            
1.545492e-006  4.4183924e-006            
1.5501895e-006  4.4181518e-006            
1.5548871e-006  4.4177492e-006            
1.5595846e-006  4.4179333e-006            
1.5642822e-006  4.4179725e-006            
1.5689797e-006  4.4180343e-006            
1.5736773e-006  4.4180872e-006            
1.5783748e-006  4.4180566e-006            
1.5830723e-006  4.4179586e-006            
1.5877699e-006  4.4178833e-006            
1.5924674e-006  4.4180562e-006            
1.597165e-006  4.4180464e-006            
1.6018625e-006  4.4181641e-006            
1.6065601e-006  4.4181649e-006            
1.6112576e-006  4.4181271e-006            
1.6159552e-006  4.4180763e-006            
1.6206527e-006  4.418154e-006            
1.6253502e-006  4.4175601e-006            
1.6300478e-006  4.4175338e-006            
1.6347453e-006  4.4173995e-006            
1.6394429e-006  4.4178577e-006            
1.6441404e-006  4.4178353e-006            
1.648838e-006  4.4178694e-006            
1.6535355e-006  4.4178392e-006            
1.658233e-006  4.4178055e-006            
1.6629306e-006  4.4179419e-006            
1.6676281e-006  4.4181284e-006            
1.6723257e-006  4.4179875e-006            
1.6770232e-006  4.4177993e-006            
1.6817208e-006  4.4176572e-006            
1.6864183e-006  4.4175315e-006            
1.6911159e-006  4.4175316e-006            
1.6958134e-006  4.4176079e-006            
1.7005109e-006  4.4176286e-006            
1.7052085e-006  4.4176336e-006            
1.709906e-006  4.4178546e-006            
1.7146036e-006  4.4179481e-006            
1.7193011e-006  4.4178331e-006            
1.7239987e-006  4.417807e-006            
1.7286962e-006  4.4177477e-006            
1.7333938e-006  4.4176779e-006            
1.7380913e-006  4.4176231e-006            
1.7427888e-006  4.4177548e-006            
1.7474864e-006  4.4176245e-006            
1.7521839e-006  4.4177024e-006            
