[3.15   3.1505 3.151  3.1515 3.152  3.1525 3.153  3.1535 3.154  3.1545
 3.155  3.1555 3.156  3.1565 3.157  3.1575 3.158  3.1585 3.159  3.1595
 3.16   3.1605 3.161  3.1615 3.162  3.1625 3.163  3.1635 3.164  3.1645
 3.165  3.1655 3.166  3.1665 3.167  3.1675 3.168  3.1685 3.169  3.1695
 3.17  ]5000e+00	5.271000e+00
3.155500e+00	5.150000e+00
3.156000e+00	5.043000e+00
3.156500e+00	4.875000e+00
3.157000e+00	4.687000e+00
3.157500e+00	4.505000e+00
3.158000e+00	4.206000e+00
3.158500e+00	3.966000e+00
3.159000e+00	3.754000e+00
3.159500e+00	3.504000e+00
3.160000e+00	3.226000e+00
3.160500e+00	3.006000e+00
3.161000e+00	2.794000e+00
3.161500e+00	2.714000e+00
3.162000e+00	2.593000e+00
3.162500e+00	2.562000e+00
3.163000e+00	2.629000e+00
3.163500e+00	2.700000e+00
3.164000e+00	2.838000e+00
3.164500e+00	2.963000e+00
3.165000e+00	3.092000e+00
3.165500e+00	3.317000e+00
3.166000e+00	3.526000e+00
3.166500e+00	3.742000e+00
3.167000e+00	4.004000e+00
3.167500e+00	4.156000e+00
3.168000e+00	4.420000e+00
3.168500e+00	4.579000e+00
3.169000e+00	4.805000e+00
3.169500e+00	4.926000e+00
3.170000e+00	5.091000e+00
