Freq (GHz)	del S21 (fW)
3.271393e+00	9.577019e+00
3.271705e+00	9.750354e+00
3.272017e+00	9.822054e+00
3.272330e+00	9.883414e+00
3.272642e+00	9.668659e+00
3.272954e+00	9.852004e+00
3.273267e+00	9.997635e+00
3.273579e+00	9.883045e+00
3.273891e+00	1.003899e+01
3.274204e+00	1.001010e+01
3.274516e+00	1.006144e+01
3.274828e+00	1.003102e+01
3.275141e+00	1.009733e+01
3.275453e+00	1.021107e+01
3.275765e+00	1.013626e+01
3.276077e+00	1.025654e+01
3.276390e+00	1.026898e+01
3.276702e+00	1.040400e+01
3.277014e+00	1.039657e+01
3.277327e+00	1.032088e+01
3.277639e+00	1.049222e+01
3.277951e+00	1.057813e+01
3.278264e+00	1.048435e+01
3.278576e+00	1.058329e+01
3.278888e+00	1.062731e+01
3.279200e+00	1.070587e+01
3.279513e+00	1.072871e+01
3.279825e+00	1.085638e+01
3.280137e+00	1.089436e+01
3.280450e+00	1.085420e+01
3.280762e+00	1.086549e+01
3.281074e+00	1.094863e+01
3.281387e+00	1.090410e+01
3.281699e+00	1.112083e+01
3.282011e+00	1.108361e+01
3.282324e+00	1.115421e+01
3.282636e+00	1.114186e+01
3.282948e+00	1.121139e+01
3.283260e+00	1.124761e+01
3.283573e+00	1.128541e+01
3.283885e+00	1.137171e+01
3.284197e+00	1.142075e+01
3.284510e+00	1.146112e+01
3.284822e+00	1.137518e+01
3.285134e+00	1.148014e+01
3.285447e+00	1.151974e+01
3.285759e+00	1.159966e+01
3.286071e+00	1.156417e+01
3.286384e+00	1.164372e+01
3.286696e+00	1.171619e+01
3.287008e+00	1.169129e+01
3.287320e+00	1.172721e+01
3.287633e+00	1.167030e+01
3.287945e+00	1.178699e+01
3.288257e+00	1.173412e+01
3.288570e+00	1.182065e+01
3.288882e+00	1.187501e+01
3.289194e+00	1.195461e+01
3.289507e+00	1.205771e+01
3.289819e+00	1.205664e+01
3.290131e+00	1.209916e+01
3.290443e+00	1.216567e+01
3.290756e+00	1.220025e+01
3.291068e+00	1.222765e+01
3.291380e+00	1.231942e+01
3.291693e+00	1.235641e+01
3.292005e+00	1.240954e+01
3.292317e+00	1.238337e+01
3.292630e+00	1.252809e+01
3.292942e+00	1.255526e+01
3.293254e+00	1.252206e+01
3.293567e+00	1.265330e+01
3.293879e+00	1.263168e+01
3.294191e+00	1.275800e+01
3.294503e+00	1.271352e+01
3.294816e+00	1.284226e+01
3.295128e+00	1.286224e+01
3.295440e+00	1.286547e+01
3.295753e+00	1.289425e+01
3.296065e+00	1.289402e+01
3.296377e+00	1.299935e+01
3.296690e+00	1.310895e+01
3.297002e+00	1.304969e+01
3.297314e+00	1.310942e+01
3.297626e+00	1.311652e+01
3.297939e+00	1.317951e+01
3.298251e+00	1.324411e+01
3.298563e+00	1.321553e+01
3.298876e+00	1.327265e+01
3.299188e+00	1.327264e+01
3.299500e+00	1.333401e+01
3.299813e+00	1.335859e+01
3.300125e+00	1.330434e+01
3.300437e+00	1.339666e+01
3.300750e+00	1.336700e+01
3.301062e+00	1.337523e+01
3.301374e+00	1.339520e+01
3.301686e+00	1.340717e+01
3.301999e+00	1.340687e+01
3.302311e+00	1.339570e+01
3.302623e+00	1.337446e+01
3.302936e+00	1.335263e+01
3.303248e+00	1.331864e+01
3.303560e+00	1.328545e+01
3.303873e+00	1.327427e+01
3.304185e+00	1.316009e+01
3.304497e+00	1.317969e+01
3.304809e+00	1.316056e+01
3.305122e+00	1.307917e+01
3.305434e+00	1.300037e+01
3.305746e+00	1.294121e+01
3.306059e+00	1.283262e+01
3.306371e+00	1.279483e+01
3.306683e+00	1.271152e+01
3.306996e+00	1.265923e+01
3.307308e+00	1.257669e+01
3.307620e+00	1.253393e+01
3.307933e+00	1.240794e+01
3.308245e+00	1.233467e+01
3.308557e+00	1.226965e+01
3.308869e+00	1.214674e+01
3.309182e+00	1.215099e+01
3.309494e+00	1.208975e+01
3.309806e+00	1.200143e+01
3.310119e+00	1.200009e+01
3.310431e+00	1.195749e+01
3.310743e+00	1.186915e+01
3.311056e+00	1.188628e+01
3.311368e+00	1.189940e+01
3.311680e+00	1.188338e+01
3.311993e+00	1.187635e+01
3.312305e+00	1.188220e+01
3.312617e+00	1.188748e+01
3.312929e+00	1.194836e+01
3.313242e+00	1.194310e+01
3.313554e+00	1.191985e+01
3.313866e+00	1.191945e+01
3.314179e+00	1.202284e+01
3.314491e+00	1.200831e+01
3.314803e+00	1.205612e+01
3.315116e+00	1.212721e+01
3.315428e+00	1.206105e+01
3.315740e+00	1.214633e+01
3.316052e+00	1.220958e+01
3.316365e+00	1.220300e+01
3.316677e+00	1.221977e+01
3.316989e+00	1.229705e+01
3.317302e+00	1.223442e+01
3.317614e+00	1.231374e+01
3.317926e+00	1.233360e+01
3.318239e+00	1.228690e+01
3.318551e+00	1.245121e+01
3.318863e+00	1.241806e+01
3.319176e+00	1.237953e+01
3.319488e+00	1.244323e+01
3.319800e+00	1.249785e+01
3.320112e+00	1.253327e+01
3.320425e+00	1.248003e+01
3.320737e+00	1.251261e+01
3.321049e+00	1.258316e+01
3.321362e+00	1.257246e+01
3.321674e+00	1.262416e+01
3.321986e+00	1.261814e+01
3.322299e+00	1.259986e+01
3.322611e+00	1.259149e+01
3.322923e+00	1.267665e+01
3.323235e+00	1.259306e+01
3.323548e+00	1.267462e+01
3.323860e+00	1.272205e+01
3.324172e+00	1.272198e+01
3.324485e+00	1.272501e+01
3.324797e+00	1.273859e+01
3.325109e+00	1.281662e+01
3.325422e+00	1.277712e+01
3.325734e+00	1.271470e+01
3.326046e+00	1.279521e+01
3.326359e+00	1.279493e+01
3.326671e+00	1.281694e+01
3.326983e+00	1.286546e+01
3.327295e+00	1.273844e+01
3.327608e+00	1.283793e+01
3.327920e+00	1.282265e+01
3.328232e+00	1.288939e+01
3.328545e+00	1.287413e+01
3.328857e+00	1.285423e+01
3.329169e+00	1.292227e+01
3.329482e+00	1.290525e+01
3.329794e+00	1.287980e+01
3.330106e+00	1.290961e+01
3.330418e+00	1.296956e+01
3.330731e+00	1.290218e+01
3.331043e+00	1.294354e+01
3.331355e+00	1.288868e+01
3.331668e+00	1.297290e+01
3.331980e+00	1.293142e+01
3.332292e+00	1.303572e+01
3.332605e+00	1.296371e+01
3.332917e+00	1.305501e+01
3.333229e+00	1.305333e+01
3.333542e+00	1.307283e+01
3.333854e+00	1.313051e+01
3.334166e+00	1.316350e+01
3.334478e+00	1.315556e+01
3.334791e+00	1.321407e+01
3.335103e+00	1.322714e+01
3.335415e+00	1.331379e+01
3.335728e+00	1.330145e+01
3.336040e+00	1.332779e+01
3.336352e+00	1.334918e+01
3.336665e+00	1.339509e+01
3.336977e+00	1.342165e+01
3.337289e+00	1.348303e+01
3.337601e+00	1.343929e+01
3.337914e+00	1.353212e+01
3.338226e+00	1.352851e+01
3.338538e+00	1.354639e+01
3.338851e+00	1.359387e+01
3.339163e+00	1.360362e+01
3.339475e+00	1.360775e+01
3.339788e+00	1.364577e+01
3.340100e+00	1.364797e+01
3.340412e+00	1.364387e+01
3.340725e+00	1.367870e+01
3.341037e+00	1.371191e+01
3.341349e+00	1.366025e+01
3.341661e+00	1.371529e+01
3.341974e+00	1.370963e+01
3.342286e+00	1.371155e+01
3.342598e+00	1.368218e+01
3.342911e+00	1.373010e+01
3.343223e+00	1.377884e+01
3.343535e+00	1.374331e+01
3.343848e+00	1.376393e+01
3.344160e+00	1.373602e+01
3.344472e+00	1.375619e+01
3.344785e+00	1.375910e+01
3.345097e+00	1.375798e+01
3.345409e+00	1.376315e+01
3.345721e+00	1.378956e+01
3.346034e+00	1.378951e+01
3.346346e+00	1.376267e+01
3.346658e+00	1.380420e+01
3.346971e+00	1.379675e+01
3.347283e+00	1.381887e+01
3.347595e+00	1.380259e+01
3.347908e+00	1.380685e+01
3.348220e+00	1.380283e+01
3.348532e+00	1.381305e+01
3.348844e+00	1.380308e+01
3.349157e+00	1.380396e+01
3.349469e+00	1.381080e+01
3.349781e+00	1.380945e+01
3.350094e+00	1.380837e+01
3.350406e+00	1.381076e+01
3.350718e+00	1.381920e+01
3.351031e+00	1.380200e+01
3.351343e+00	1.383296e+01
3.351655e+00	1.384018e+01
3.351968e+00	1.381393e+01
3.352280e+00	1.382697e+01
3.352592e+00	1.381894e+01
3.352904e+00	1.379620e+01
3.353217e+00	1.383946e+01
3.353529e+00	1.381160e+01
3.353841e+00	1.379923e+01
3.354154e+00	1.382132e+01
3.354466e+00	1.383936e+01
3.354778e+00	1.380857e+01
3.355091e+00	1.383479e+01
3.355403e+00	1.381566e+01
3.355715e+00	1.380518e+01
3.356027e+00	1.380882e+01
3.356340e+00	1.377938e+01
3.356652e+00	1.380532e+01
3.356964e+00	1.380804e+01
3.357277e+00	1.379627e+01
3.357589e+00	1.381787e+01
3.357901e+00	1.378283e+01
3.358214e+00	1.379986e+01
3.358526e+00	1.378966e+01
3.358838e+00	1.379983e+01
3.359151e+00	1.378090e+01
3.359463e+00	1.377395e+01
3.359775e+00	1.380978e+01
3.360087e+00	1.375874e+01
3.360400e+00	1.376317e+01
3.360712e+00	1.378903e+01
3.361024e+00	1.376919e+01
3.361337e+00	1.376094e+01
3.361649e+00	1.376517e+01
3.361961e+00	1.375921e+01
3.362274e+00	1.373952e+01
3.362586e+00	1.373767e+01
3.362898e+00	1.375564e+01
3.363210e+00	1.372014e+01
3.363523e+00	1.371682e+01
3.363835e+00	1.371089e+01
3.364147e+00	1.368746e+01
3.364460e+00	1.372270e+01
3.364772e+00	1.372528e+01
3.365084e+00	1.371110e+01
3.365397e+00	1.369766e+01
3.365709e+00	1.370649e+01
3.366021e+00	1.368379e+01
3.366334e+00	1.367564e+01
3.366646e+00	1.368930e+01
3.366958e+00	1.369217e+01
3.367270e+00	1.369451e+01
3.367583e+00	1.364796e+01
3.367895e+00	1.367890e+01
3.368207e+00	1.364603e+01
3.368520e+00	1.367304e+01
3.368832e+00	1.367437e+01
3.369144e+00	1.360891e+01
3.369457e+00	1.365042e+01
3.369769e+00	1.365991e+01
3.370081e+00	1.363474e+01
3.370394e+00	1.366858e+01
3.370706e+00	1.361963e+01
3.371018e+00	1.362384e+01
3.371330e+00	1.360925e+01
3.371643e+00	1.361379e+01
3.371955e+00	1.361035e+01
3.372267e+00	1.357779e+01
3.372580e+00	1.359672e+01
3.372892e+00	1.358829e+01
3.373204e+00	1.357209e+01
3.373517e+00	1.358996e+01
3.373829e+00	1.361768e+01
3.374141e+00	1.355688e+01
3.374453e+00	1.356055e+01
3.374766e+00	1.358624e+01
3.375078e+00	1.355050e+01
3.375390e+00	1.355120e+01
3.375703e+00	1.352530e+01
3.376015e+00	1.354860e+01
3.376327e+00	1.346566e+01
3.376640e+00	1.351847e+01
3.376952e+00	1.349909e+01
3.377264e+00	1.350296e+01
3.377577e+00	1.353368e+01
3.377889e+00	1.351473e+01
3.378201e+00	1.347857e+01
3.378513e+00	1.348649e+01
3.378826e+00	1.352185e+01
3.379138e+00	1.347763e+01
3.379450e+00	1.348031e+01
3.379763e+00	1.347155e+01
3.380075e+00	1.346968e+01
3.380387e+00	1.345976e+01
3.380700e+00	1.344881e+01
3.381012e+00	1.346373e+01
3.381324e+00	1.343046e+01
3.381636e+00	1.344222e+01
3.381949e+00	1.343136e+01
3.382261e+00	1.343672e+01
3.382573e+00	1.343040e+01
3.382886e+00	1.343810e+01
3.383198e+00	1.341758e+01
3.383510e+00	1.341030e+01
3.383823e+00	1.342087e+01
3.384135e+00	1.342603e+01
3.384447e+00	1.340442e+01
3.384760e+00	1.341572e+01
3.385072e+00	1.343522e+01
3.385384e+00	1.336653e+01
3.385696e+00	1.340668e+01
3.386009e+00	1.338977e+01
3.386321e+00	1.336692e+01
3.386633e+00	1.336967e+01
3.386946e+00	1.336751e+01
3.387258e+00	1.337545e+01
3.387570e+00	1.338700e+01
3.387883e+00	1.337760e+01
3.388195e+00	1.335527e+01
3.388507e+00	1.331834e+01
3.388819e+00	1.335923e+01
3.389132e+00	1.339400e+01
3.389444e+00	1.332557e+01
3.389756e+00	1.331897e+01
3.390069e+00	1.330731e+01
3.390381e+00	1.331530e+01
3.390693e+00	1.336267e+01
3.391006e+00	1.331549e+01
3.391318e+00	1.332495e+01
3.391630e+00	1.328622e+01
3.391943e+00	1.333407e+01
3.392255e+00	1.328768e+01
3.392567e+00	1.332871e+01
3.392879e+00	1.331410e+01
3.393192e+00	1.324855e+01
3.393504e+00	1.325175e+01
3.393816e+00	1.327418e+01
3.394129e+00	1.329114e+01
3.394441e+00	1.327514e+01
3.394753e+00	1.328447e+01
3.395066e+00	1.326736e+01
3.395378e+00	1.327493e+01
3.395690e+00	1.326350e+01
3.396002e+00	1.315582e+01
3.396315e+00	1.322308e+01
3.396627e+00	1.323214e+01
3.396939e+00	1.319567e+01
3.397252e+00	1.322532e+01
3.397564e+00	1.321217e+01
3.397876e+00	1.326456e+01
3.398189e+00	1.320344e+01
3.398501e+00	1.320452e+01
3.398813e+00	1.321050e+01
3.399126e+00	1.320768e+01
3.399438e+00	1.318437e+01
3.399750e+00	1.321333e+01
3.400062e+00	1.314335e+01
3.400375e+00	1.321424e+01
3.400687e+00	1.312761e+01
3.400999e+00	1.315655e+01
3.401312e+00	1.317592e+01
3.401624e+00	1.314386e+01
3.401936e+00	1.313543e+01
3.402249e+00	1.320171e+01
3.402561e+00	1.317203e+01
3.402873e+00	1.310986e+01
3.403186e+00	1.309927e+01
3.403498e+00	1.308796e+01
3.403810e+00	1.312206e+01
3.404122e+00	1.310121e+01
3.404435e+00	1.311184e+01
3.404747e+00	1.310363e+01
3.405059e+00	1.310204e+01
3.405372e+00	1.309416e+01
3.405684e+00	1.310896e+01
3.405996e+00	1.309490e+01
3.406309e+00	1.310132e+01
3.406621e+00	1.307682e+01
3.406933e+00	1.308031e+01
3.407245e+00	1.310639e+01
3.407558e+00	1.306625e+01
3.407870e+00	1.309453e+01
3.408182e+00	1.313270e+01
3.408495e+00	1.308190e+01
3.408807e+00	1.303661e+01
3.409119e+00	1.304289e+01
3.409432e+00	1.310352e+01
3.409744e+00	1.302835e+01
3.410056e+00	1.307646e+01
3.410369e+00	1.306544e+01
3.410681e+00	1.302330e+01
3.410993e+00	1.308440e+01
3.411305e+00	1.311537e+01
3.411618e+00	1.306552e+01
3.411930e+00	1.303602e+01
3.412242e+00	1.309534e+01
3.412555e+00	1.304844e+01
3.412867e+00	1.303781e+01
3.413179e+00	1.305399e+01
3.413492e+00	1.302615e+01
3.413804e+00	1.305364e+01
3.414116e+00	1.309361e+01
3.414428e+00	1.308931e+01
3.414741e+00	1.305832e+01
3.415053e+00	1.302891e+01
3.415365e+00	1.304640e+01
3.415678e+00	1.306211e+01
3.415990e+00	1.303785e+01
3.416302e+00	1.307680e+01
3.416615e+00	1.306841e+01
3.416927e+00	1.304525e+01
3.417239e+00	1.308137e+01
3.417552e+00	1.309722e+01
3.417864e+00	1.310668e+01
3.418176e+00	1.305165e+01
3.418488e+00	1.308992e+01
3.418801e+00	1.304991e+01
3.419113e+00	1.304916e+01
3.419425e+00	1.302917e+01
3.419738e+00	1.304312e+01
3.420050e+00	1.304018e+01
3.420362e+00	1.294767e+01
3.420675e+00	1.306153e+01
3.420987e+00	1.307947e+01
3.421299e+00	1.301297e+01
3.421611e+00	1.301892e+01
3.421924e+00	1.296306e+01
3.422236e+00	1.302012e+01
3.422548e+00	1.303916e+01
3.422861e+00	1.301002e+01
3.423173e+00	1.298585e+01
3.423485e+00	1.299533e+01
3.423798e+00	1.301692e+01
3.424110e+00	1.295323e+01
3.424422e+00	1.303393e+01
3.424735e+00	1.300376e+01
3.425047e+00	1.302241e+01
3.425359e+00	1.299676e+01
3.425671e+00	1.294652e+01
3.425984e+00	1.300219e+01
3.426296e+00	1.298339e+01
3.426608e+00	1.300617e+01
3.426921e+00	1.297734e+01
3.427233e+00	1.297695e+01
3.427545e+00	1.294336e+01
3.427858e+00	1.288480e+01
3.428170e+00	1.292023e+01
3.428482e+00	1.297334e+01
3.428795e+00	1.295725e+01
3.429107e+00	1.295614e+01
3.429419e+00	1.289474e+01
3.429731e+00	1.288575e+01
3.430044e+00	1.296410e+01
3.430356e+00	1.290458e+01
3.430668e+00	1.292684e+01
3.430981e+00	1.286446e+01
3.431293e+00	1.286513e+01
3.431605e+00	1.284732e+01
3.431918e+00	1.289764e+01
3.432230e+00	1.287180e+01
3.432542e+00	1.287793e+01
3.432854e+00	1.289467e+01
3.433167e+00	1.285118e+01
3.433479e+00	1.280779e+01
3.433791e+00	1.287528e+01
3.434104e+00	1.279053e+01
3.434416e+00	1.279496e+01
3.434728e+00	1.281126e+01
3.435041e+00	1.281270e+01
3.435353e+00	1.282418e+01
3.435665e+00	1.279712e+01
3.435978e+00	1.279310e+01
3.436290e+00	1.276407e+01
3.436602e+00	1.273097e+01
3.436914e+00	1.268927e+01
3.437227e+00	1.274090e+01
3.437539e+00	1.271487e+01
3.437851e+00	1.268439e+01
3.438164e+00	1.275939e+01
3.438476e+00	1.275503e+01
3.438788e+00	1.271978e+01
3.439101e+00	1.267962e+01
3.439413e+00	1.275437e+01
3.439725e+00	1.270413e+01
3.440037e+00	1.273425e+01
3.440350e+00	1.271044e+01
3.440662e+00	1.267957e+01
3.440974e+00	1.269258e+01
3.441287e+00	1.266982e+01
3.441599e+00	1.272436e+01
3.441911e+00	1.265256e+01
3.442224e+00	1.266978e+01
3.442536e+00	1.264503e+01
3.442848e+00	1.271565e+01
3.443161e+00	1.266880e+01
3.443473e+00	1.263151e+01
3.443785e+00	1.269057e+01
3.444097e+00	1.266728e+01
3.444410e+00	1.262651e+01
3.444722e+00	1.261392e+01
3.445034e+00	1.260834e+01
3.445347e+00	1.267752e+01
3.445659e+00	1.258907e+01
3.445971e+00	1.260014e+01
3.446284e+00	1.265743e+01
3.446596e+00	1.259642e+01
3.446908e+00	1.260278e+01
3.447220e+00	1.259937e+01
3.447533e+00	1.260116e+01
3.447845e+00	1.261292e+01
3.448157e+00	1.260139e+01
3.448470e+00	1.255864e+01
3.448782e+00	1.258080e+01
3.449094e+00	1.254317e+01
3.449407e+00	1.253877e+01
3.449719e+00	1.257016e+01
3.450031e+00	1.258862e+01
3.450344e+00	1.256026e+01
3.450656e+00	1.260453e+01
3.450968e+00	1.249953e+01
3.451280e+00	1.250753e+01
3.451593e+00	1.245379e+01
3.451905e+00	1.246322e+01
3.452217e+00	1.258072e+01
3.452530e+00	1.248218e+01
3.452842e+00	1.254585e+01
3.453154e+00	1.248913e+01
3.453467e+00	1.250432e+01
3.453779e+00	1.247866e+01
3.454091e+00	1.247369e+01
3.454403e+00	1.249924e+01
3.454716e+00	1.248270e+01
3.455028e+00	1.248124e+01
3.455340e+00	1.250592e+01
3.455653e+00	1.247561e+01
3.455965e+00	1.246930e+01
3.456277e+00	1.242573e+01
3.456590e+00	1.242368e+01
3.456902e+00	1.248433e+01
3.457214e+00	1.242566e+01
3.457527e+00	1.246293e+01
3.457839e+00	1.246296e+01
3.458151e+00	1.243854e+01
3.458463e+00	1.247512e+01
3.458776e+00	1.240133e+01
3.459088e+00	1.239756e+01
3.459400e+00	1.231528e+01
3.459713e+00	1.236142e+01
3.460025e+00	1.236950e+01
3.460337e+00	1.234191e+01
3.460650e+00	1.233156e+01
3.460962e+00	1.232525e+01
3.461274e+00	1.229388e+01
3.461587e+00	1.230917e+01
3.461899e+00	1.233419e+01
3.462211e+00	1.234180e+01
3.462523e+00	1.231854e+01
3.462836e+00	1.227615e+01
3.463148e+00	1.225404e+01
3.463460e+00	1.230952e+01
3.463773e+00	1.225249e+01
3.464085e+00	1.225910e+01
3.464397e+00	1.228893e+01
3.464710e+00	1.228298e+01
3.465022e+00	1.215199e+01
3.465334e+00	1.220917e+01
3.465646e+00	1.220206e+01
3.465959e+00	1.221272e+01
3.466271e+00	1.221611e+01
3.466583e+00	1.217831e+01
3.466896e+00	1.219073e+01
3.467208e+00	1.217031e+01
3.467520e+00	1.215911e+01
3.467833e+00	1.214638e+01
3.468145e+00	1.211037e+01
3.468457e+00	1.217747e+01
3.468770e+00	1.207960e+01
3.469082e+00	1.212653e+01
3.469394e+00	1.211887e+01
3.469706e+00	1.206875e+01
3.470019e+00	1.212975e+01
3.470331e+00	1.207449e+01
3.470643e+00	1.202474e+01
3.470956e+00	1.204708e+01
3.471268e+00	1.201594e+01
3.471580e+00	1.201066e+01
3.471893e+00	1.209839e+01
3.472205e+00	1.203667e+01
3.472517e+00	1.204189e+01
3.472829e+00	1.193761e+01
3.473142e+00	1.207227e+01
3.473454e+00	1.198463e+01
3.473766e+00	1.200965e+01
3.474079e+00	1.183958e+01
3.474391e+00	1.190015e+01
3.474703e+00	1.193156e+01
3.475016e+00	1.198644e+01
3.475328e+00	1.194710e+01
3.475640e+00	1.191669e+01
3.475953e+00	1.194713e+01
3.476265e+00	1.201075e+01
3.476577e+00	1.196535e+01
3.476889e+00	1.189140e+01
3.477202e+00	1.191380e+01
3.477514e+00	1.192539e+01
3.477826e+00	1.190258e+01
3.478139e+00	1.197512e+01
3.478451e+00	1.197960e+01
3.478763e+00	1.188661e+01
3.479076e+00	1.189494e+01
3.479388e+00	1.187271e+01
3.479700e+00	1.188743e+01
3.480012e+00	1.191984e+01
3.480325e+00	1.185045e+01
3.480637e+00	1.184386e+01
3.480949e+00	1.194615e+01
3.481262e+00	1.191493e+01
3.481574e+00	1.186569e+01
3.481886e+00	1.187746e+01
3.482199e+00	1.196115e+01
3.482511e+00	1.186947e+01
3.482823e+00	1.187036e+01
3.483136e+00	1.185002e+01
3.483448e+00	1.183152e+01
3.483760e+00	1.188822e+01
3.484072e+00	1.190148e+01
3.484385e+00	1.186398e+01
3.484697e+00	1.182054e+01
3.485009e+00	1.186433e+01
3.485322e+00	1.181653e+01
3.485634e+00	1.179621e+01
3.485946e+00	1.177624e+01
3.486259e+00	1.187432e+01
3.486571e+00	1.179900e+01
3.486883e+00	1.186245e+01
3.487196e+00	1.182702e+01
3.487508e+00	1.173014e+01
3.487820e+00	1.178560e+01
3.488132e+00	1.172669e+01
3.488445e+00	1.179967e+01
3.488757e+00	1.177136e+01
3.489069e+00	1.175488e+01
3.489382e+00	1.165639e+01
3.489694e+00	1.169947e+01
3.490006e+00	1.166069e+01
3.490319e+00	1.170226e+01
3.490631e+00	1.169472e+01
3.490943e+00	1.165221e+01
3.491255e+00	1.163095e+01
3.491568e+00	1.169885e+01
3.491880e+00	1.158316e+01
3.492192e+00	1.160452e+01
3.492505e+00	1.165485e+01
3.492817e+00	1.157206e+01
3.493129e+00	1.153582e+01
3.493442e+00	1.159544e+01
3.493754e+00	1.157752e+01
3.494066e+00	1.155926e+01
3.494379e+00	1.143301e+01
3.494691e+00	1.153586e+01
3.495003e+00	1.144616e+01
3.495315e+00	1.142781e+01
3.495628e+00	1.138110e+01
3.495940e+00	1.138930e+01
3.496252e+00	1.140160e+01
3.496565e+00	1.131592e+01
3.496877e+00	1.136768e+01
3.497189e+00	1.142505e+01
3.497502e+00	1.132621e+01
3.497814e+00	1.129966e+01
3.498126e+00	1.125968e+01
3.498438e+00	1.127111e+01
3.498751e+00	1.125451e+01
3.499063e+00	1.120901e+01
3.499375e+00	1.120030e+01
3.499688e+00	1.128044e+01
