Profile 1             
x  y
[m]     [m]         
0  1.827913e-006            
3.9146847e-009  1.8281995e-006            
7.8293694e-009  1.8283895e-006            
1.1744054e-008  1.8284994e-006            
1.5658739e-008  1.8283782e-006            
1.9573423e-008  1.8281459e-006            
2.3488108e-008  1.8281167e-006            
2.7402793e-008  1.8281585e-006            
3.1317477e-008  1.8281292e-006            
3.5232162e-008  1.8282667e-006            
3.9146847e-008  1.8282607e-006            
4.3061531e-008  1.8283084e-006            
4.6976216e-008  1.8281375e-006            
5.0890901e-008  1.827847e-006            
5.4805585e-008  1.8275555e-006            
5.872027e-008  1.827587e-006            
6.2634955e-008  1.8276656e-006            
6.654964e-008  1.8277145e-006            
7.0464324e-008  1.8277368e-006            
7.4379009e-008  1.8279126e-006            
7.8293694e-008  1.8279578e-006            
8.2208378e-008  1.8281414e-006            
8.6123063e-008  1.8280041e-006            
9.0037748e-008  1.8278694e-006            
9.3952432e-008  1.8277353e-006            
9.7867117e-008  1.8275771e-006            
1.017818e-007  1.8275084e-006            
1.0569649e-007  1.8276242e-006            
1.0961117e-007  1.8278246e-006            
1.1352586e-007  1.8279811e-006            
1.1744054e-007  1.8276965e-006            
1.2135522e-007  1.8276111e-006            
1.2526991e-007  1.8274511e-006            
1.2918459e-007  1.8273425e-006            
1.3309928e-007  1.8279065e-006            
1.3701396e-007  1.8278653e-006            
1.4092865e-007  1.828027e-006            
1.4484333e-007  1.8279638e-006            
1.4875802e-007  1.8279393e-006            
1.526727e-007  1.8278788e-006            
1.5658739e-007  1.8279092e-006            
1.6050207e-007  1.8280035e-006            
1.6441676e-007  1.8279582e-006            
1.6833144e-007  1.8277329e-006            
1.7224613e-007  1.8276552e-006            
1.7616081e-007  1.8276119e-006            
1.800755e-007  1.8275922e-006            
1.8399018e-007  1.8275679e-006            
1.8790486e-007  1.8274913e-006            
1.9181955e-007  1.8274457e-006            
1.9573423e-007  1.8275141e-006            
1.9964892e-007  1.8276582e-006            
2.035636e-007  1.8276949e-006            
2.0747829e-007  1.8276727e-006            
2.1139297e-007  1.8276776e-006            
2.1530766e-007  1.8276572e-006            
2.1922234e-007  1.8276043e-006            
2.2313703e-007  1.8276538e-006            
2.2705171e-007  1.82784e-006            
2.309664e-007  1.827984e-006            
2.3488108e-007  1.8279857e-006            
2.3879577e-007  1.8280096e-006            
2.4271045e-007  1.8280442e-006            
2.4662513e-007  1.8280876e-006            
2.5053982e-007  1.8281298e-006            
