Profile 1             
x  y           
[m]     [m]         
0  2.1296072e-006            
1.9426776e-008  2.1292876e-006            
3.8853552e-008  2.1293468e-006            
5.8280327e-008  2.1294095e-006            
7.7707103e-008  2.1294872e-006            
9.7133879e-008  2.1295541e-006            
1.1656065e-007  2.1294974e-006            
1.3598743e-007  2.1291726e-006            
1.5541421e-007  2.1289871e-006            
1.7484098e-007  2.1289232e-006            
1.9426776e-007  2.1289426e-006            
2.1369453e-007  2.1366057e-006            
2.3312131e-007  2.1432014e-006            
2.5254809e-007  2.1378793e-006            
2.7197486e-007  2.1340847e-006            
2.9140164e-007  2.1344965e-006            
3.1082841e-007  2.1356821e-006            
3.3025519e-007  2.1367416e-006            
3.4968196e-007  2.1379476e-006            
3.6910874e-007  2.139013e-006            
3.8853552e-007  2.1405277e-006            
4.0796229e-007  2.1416359e-006            
4.2738907e-007  2.1433893e-006            
4.4681584e-007  2.145661e-006            
4.6624262e-007  2.1476924e-006            
4.8566939e-007  2.1501297e-006            
5.0509617e-007  2.1522876e-006            
5.2452295e-007  2.1543464e-006            
5.4394972e-007  2.1569743e-006            
5.633765e-007  2.1591769e-006            
5.8280327e-007  2.1619795e-006            
6.0223005e-007  2.1638556e-006            
6.2165682e-007  2.1642652e-006            
6.410836e-007  2.1667287e-006            
6.6051038e-007  2.1684769e-006            
6.7993715e-007  2.1698504e-006            
6.9936393e-007  2.1716327e-006            
7.187907e-007  2.1727342e-006            
7.3821748e-007  2.17405e-006            
7.5764426e-007  2.17475e-006            
7.7707103e-007  2.1749536e-006            
7.9649781e-007  2.1755017e-006            
8.1592458e-007  2.174985e-006            
8.3535136e-007  2.1728355e-006            
8.5477813e-007  2.1722327e-006            
8.7420491e-007  2.1740622e-006            
8.9363169e-007  2.1768052e-006            
9.1305846e-007  2.1762184e-006            
9.3248524e-007  2.1736974e-006            
9.5191201e-007  2.1728939e-006            
9.7133879e-007  2.1730836e-006            
9.9076556e-007  2.1723608e-006            
1.0101923e-006  2.1713121e-006            
1.0296191e-006  2.1703825e-006            
1.0490459e-006  2.1695251e-006            
1.0684727e-006  2.1698261e-006            
1.0878994e-006  2.1686084e-006            
1.1073262e-006  2.1661691e-006            
1.126753e-006  2.165834e-006            
1.1461798e-006  2.1654888e-006            
1.1656065e-006  2.1633616e-006            
1.1850333e-006  2.1619458e-006            
1.2044601e-006  2.1602584e-006            
1.2238869e-006  2.1591742e-006            
1.2433136e-006  2.1572638e-006            
1.2627404e-006  2.154587e-006            
1.2821672e-006  2.1523433e-006            
1.301594e-006  2.1500843e-006            
1.3210208e-006  2.147189e-006            
1.3404475e-006  2.1439816e-006            
1.3598743e-006  2.140739e-006            
1.3793011e-006  2.138598e-006            
1.3987279e-006  2.1376095e-006            
1.4181546e-006  2.1380689e-006            
1.4375814e-006  2.1348547e-006            
1.4570082e-006  2.1325994e-006            
1.476435e-006  2.1316755e-006            
1.4958617e-006  2.1306158e-006            
1.5152885e-006  2.1304038e-006            
1.5347153e-006  2.1322796e-006            
1.5541421e-006  2.1366246e-006            
1.5735688e-006  2.1309067e-006            
1.5929956e-006  2.1305832e-006            
1.6124224e-006  2.1305149e-006            
1.6318492e-006  2.1305448e-006            
1.6512759e-006  2.1306569e-006            
1.6707027e-006  2.1307205e-006            
1.6901295e-006  2.130643e-006            
1.7095563e-006  2.1304863e-006            
1.728983e-006  2.1304575e-006            
1.7484098e-006  2.1306888e-006            
1.7678366e-006  2.1303872e-006            
1.7872634e-006  2.1304658e-006            
1.8066901e-006  2.1306493e-006            
1.8261169e-006  2.130588e-006            
1.8455437e-006  2.1304468e-006            
1.8649705e-006  2.130412e-006            
1.8843972e-006  2.1303737e-006            
1.903824e-006  2.1305247e-006            
1.9232508e-006  2.1305085e-006            
